1896340512;0;-0;-0
1896340538;-0.136765;0.140673;1.01988
1896340558;-0.164119;0.160211;0.961266
1896340578;-0.144581;0.136765;0.984711
1896340598;-0.12895;0.12895;0.972988
1896340620;-0.140673;0.125043;1.02379
1896340639;-0.175841;0.117228;1.00034
1896340659;-0.164119;0.144581;0.988619
1896340679;-0.156303;0.0898744;0.945635
1896340699;-0.132858;0.117228;0.976896
1896340719;-0.101597;0.160211;1.00034
1896340739;-0.0781517;0.156303;1.00816
1896340759;-0.0312607;0.156303;1.02379
1896340779;-0.00390758;0.117228;0.961266
1896340800;-0.0781517;0.164119;0.949543
1896340820;-0.0976896;0.160211;0.949543
1896340839;-0.0664289;0.179749;0.949543
1896340859;-0.093782;0.109412;1.01206
1896340879;0.00781517;0.144581;0.996434
1896340899;-0.0390758;0.132858;1.01206
1896340920;-0.0664289;0.117228;1.05114
1896340939;-0.0429834;0.0859669;1.06677
1896340959;-0.0547062;0.11332;1.0316
1896340980;-0.0507986;0.0859669;1.03942
1896341091;-0.0273531;0.125043;1.00816
1896341111;-0.0273531;0.148488;0.984711
1896341131;-0.0507986;0.148488;0.953451
1896341151;-0.0742441;0.136765;0.914375
1896341171;-0.0859669;0.093782;0.941728
1896341191;-0.0547062;0.0976896;1.00425
1896341211;-0.0664289;0.11332;1.01988
1896341231;-0.0781517;0.101597;1.02379
1896341252;-0.0703365;0.105505;1.01206
1896341271;-0.0625214;0.093782;1.02379
1896341291;-0.0547062;0.0976896;1.02769
1896341311;-0.0664289;0.109412;1.02379
1896341331;-0.0547062;0.117228;1.01988
1896341351;-0.0586138;0.11332;1.00816
1896341371;-0.0664289;0.105505;1.00816
1896341391;-0.0429834;0.109412;1.03551
1896341413;-0.0429834;0.121135;1.01988
1896341432;-0.0625214;0.121135;1.00425
1896341451;-0.0547062;0.109412;1.00816
1896341471;-0.0703365;0.0976896;1.00034
1896341491;-0.0625214;0.093782;0.988619
1896341511;-0.0429834;0.0820593;0.992526
1896341531;-0.0312607;0.0859669;0.988619
1896341551;-0.0351683;0.101597;1.00816
1896341571;-0.0351683;0.105505;1.00034
1896341591;-0.0586138;0.105505;0.992526
1896341612;-0.046891;0.109412;1.01597
1896341633;-0.046891;0.117228;1.01597
1896341654;-0.0429834;0.11332;1.00425
1896341675;-0.046891;0.117228;0.992526
1896341696;-0.0429834;0.11332;1.00034
1896341716;-0.0390758;0.105505;1.01206
1896341739;-0.0429834;0.109412;0.992526
1896341758;-0.0351683;0.105505;1.01597
1896341778;-0.046891;0.11332;0.996434
1896341799;-0.046891;0.105505;1.00034
1896341819;-0.046891;0.101597;1.00425
1896341839;-0.046891;0.105505;1.00034
1896341861;-0.0547062;0.101597;1.00816
1896341883;-0.0507986;0.0976896;1.01988
1896341906;-0.0586138;0.109412;1.00816
1896341926;-0.0547062;0.11332;1.00034
1896341947;-0.0429834;0.117228;1.01597
1896341969;-0.0625214;0.117228;1.01597
1896341991;-0.0664289;0.121135;1.00425
1896342014;-0.0586138;0.11332;1.00816
1896342034;-0.0586138;0.117228;1.00425
1896342055;-0.0507986;0.109412;1.01206
1896342094;-0.0625214;0.11332;0.996434
1896342116;-0.0703365;0.117228;1.00034
1896342135;-0.0586138;0.105505;1.01597
1896342155;-0.0664289;0.109412;1.01988
1896342176;-0.0781517;0.109412;1.00816
1896342196;-0.0859669;0.109412;1.00425
1896342217;-0.0859669;0.105505;0.996434
1896342237;-0.0781517;0.109412;0.996434
1896342259;-0.0742441;0.109412;0.996434
1896342278;-0.0820593;0.117228;0.996434
1896342297;-0.0742441;0.125043;0.996434
1896342322;-0.0703365;0.125043;1.00425
1896342338;-0.0664289;0.12895;1.01597
1896342359;-0.0742441;0.11332;1.01597
1896342380;-0.0742441;0.11332;1.01597
1896342400;-0.0781517;0.117228;1.00425
1896342425;-0.0586138;0.109412;1.02379
1896342444;-0.0781517;0.105505;1.02379
1896342465;-0.0859669;0.11332;0.996434
1896342486;-0.093782;0.11332;0.984711
1896342506;-0.093782;0.101597;0.992526
1896342532;-0.0781517;0.105505;1.00034
1896342552;-0.0859669;0.105505;0.992526
1896342573;-0.093782;0.105505;0.996434
1896342594;-0.0898744;0.105505;0.996434
1896342615;-0.0976896;0.11332;0.984711
1896342637;-0.0781517;0.109412;1.00425
1896342656;-0.0781517;0.11332;1.01206
1896342675;-0.0859669;0.117228;1.00425
1896342695;-0.0742441;0.11332;1.00816
1896342715;-0.0742441;0.121135;1.00816
1896342735;-0.0976896;0.121135;1.00425
1896342755;-0.101597;0.12895;0.988619
1896342776;-0.093782;0.117228;1.00425
1896342796;-0.0781517;0.109412;1.01597
1896342822;-0.0742441;0.0976896;1.01988
1896342837;-0.0703365;0.105505;1.00816
1896342858;-0.0742441;0.105505;1.00425
1896342879;-0.0898744;0.105505;0.992526
1896342900;-0.0859669;0.105505;0.996434
1896342930;-0.0898744;0.117228;0.996434
1896342944;-0.109412;0.121135;0.988619
1896342963;-0.0859669;0.105505;1.00816
1896342984;-0.0859669;0.101597;1.01206
1896343005;-0.0742441;0.105505;1.02379
1896343030;-0.0976896;0.109412;1.00034
1896343045;-0.0898744;0.11332;0.988619
1896343065;-0.0820593;0.11332;0.992526
1896343087;-0.0703365;0.117228;1.00425
1896343106;-0.0703365;0.105505;1.03551
1896343125;-0.0742441;0.109412;1.02379
1896343145;-0.093782;0.125043;0.996434
1896343166;-0.109412;0.125043;0.980804
1896343187;-0.11332;0.121135;0.984711
1896343208;-0.101597;0.11332;1.00425
1896343232;-0.105505;0.11332;0.996434
1896343252;-0.105505;0.117228;0.992526
1896343273;-0.125043;0.11332;0.972988
1896343294;-0.121135;0.109412;0.980804
1896343315;-0.105505;0.109412;0.996434
1896343335;-0.093782;0.105505;1.02379
1896343357;-0.093782;0.117228;1.01597
1896343376;-0.0976896;0.121135;0.988619
1896343395;-0.093782;0.121135;0.992526
1896343416;-0.0781517;0.117228;0.996434
1896343436;-0.0703365;0.11332;1.00425
1896343456;-0.0820593;0.12895;0.984711
1896343477;-0.0859669;0.125043;0.996434
1896343497;-0.0859669;0.117228;1.00425
1896343523;-0.0664289;0.109412;1.02379
1896343538;-0.0820593;0.101597;1.02379
1896343557;-0.0625214;0.109412;1.01597
1896343577;-0.0781517;0.11332;1.00816
1896343598;-0.0781517;0.101597;1.01206
1896343622;-0.0859669;0.101597;1.01206
1896343638;-0.093782;0.109412;0.992526
1896343658;-0.0820593;0.109412;1.01597
1896343678;-0.0898744;0.101597;1.00034
1896343700;-0.125043;0.105505;0.988619
1896343723;-0.105505;0.109412;0.984711
1896343743;-0.0898744;0.105505;1.00034
1896343763;-0.093782;0.109412;1.00034
1896343784;-0.093782;0.109412;1.00034
1896343804;-0.093782;0.11332;1.00034
